#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Alistipes timonensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.48961	-	-	-	1
Alkalibacillus haloalkaliphilus	Bacteria	Firmicutes	Bacilli	2.90806	-	-	-	1
Alkalibacterium	Bacteria	Firmicutes	Bacilli	2.32805	-	-	-	1
Alkaliflexus imshenetskii	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.12227	-	-	-	1
Alkalilimnicola ehrlichii	Bacteria	Proteobacteria	Gammaproteobacteria	3.27594	1	-	-	1
Alkaliphilus metalliredigens	Bacteria	Firmicutes	Clostridia	4.92957	1	-	-	1
Alkaliphilus oremlandii	Bacteria	Firmicutes	Clostridia	3.12356	1	-	-	1
Alkaliphilus transvaalensis	Bacteria	Firmicutes	Clostridia	4.02484	-	-	-	1
Alkanindiges illinoisensis	Bacteria	Proteobacteria	Gammaproteobacteria	3.29941	-	-	-	1
Allobaculum stercoricanis	Bacteria	Firmicutes	Erysipelotrichia	2.05288	-	-	-	1
Allochromatium vinosum	Bacteria	Proteobacteria	Gammaproteobacteria	3.66907	1	-	2	1
Allofustis seminis	Bacteria	Firmicutes	Bacilli	1.44129	-	-	-	1
Alloiococcus otitis	Bacteria	Firmicutes	Bacilli	1.8066	-	-	-	1
Allokutzneria albata	Bacteria	Actinobacteria	Actinobacteria	8.51683	-	-	-	1
Alloprevotella	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.55359	-	-	-	1
Alloprevotella rava	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.59387	-	-	-	1
Alloprevotella tannerae	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.58572	-	-	-	1
Alloscardovia omnicolens	Bacteria	Actinobacteria	Actinobacteria	1.84715	-	-	-	2
alpha proteobacterium BAL199	Bacteria	Proteobacteria	Alphaproteobacteria	6.1027	-	-	-	1
alpha proteobacterium HIMB114	Bacteria	Proteobacteria	Alphaproteobacteria	1.23737	-	-	-	1
alpha proteobacterium HIMB5	Bacteria	Proteobacteria	Alphaproteobacteria	1.3432	1	-	-	1
alpha proteobacterium HIMB59	Bacteria	Proteobacteria	Alphaproteobacteria	1.41013	1	-	-	1
alpha proteobacterium IMCC14465	Bacteria	Proteobacteria	Alphaproteobacteria	1.92366	-	-	-	1
alpha proteobacterium JGI 0001002-C12	Bacteria	Proteobacteria	Alphaproteobacteria	0.658223	-	-	-	1
alpha proteobacterium JGI 0001002-I18	Bacteria	Proteobacteria	Alphaproteobacteria	0.565176	-	-	-	1
alpha proteobacterium JLT2015	Bacteria	Proteobacteria	Alphaproteobacteria	3.25393	-	-	-	1
alpha proteobacterium L41A	Bacteria	Proteobacteria	Alphaproteobacteria	3.1107	-	-	-	1
alpha proteobacterium LLX12A	Bacteria	Proteobacteria	Alphaproteobacteria	5.9611	-	-	-	1
alpha proteobacterium MA2	Bacteria	Proteobacteria	Alphaproteobacteria	3.47574	-	-	-	1
alpha proteobacterium Mf 1.05b.01	Bacteria	Proteobacteria	Alphaproteobacteria	3.82423	-	-	-	1
alpha proteobacterium Q-1	Bacteria	Proteobacteria	Alphaproteobacteria	3.08573	-	-	-	1
alpha proteobacterium QL1	Bacteria	Proteobacteria	Alphaproteobacteria	0.952704	-	-	-	1
alpha proteobacterium RS24	Bacteria	Proteobacteria	Alphaproteobacteria	1.95772	-	-	-	1
alpha proteobacterium SCGC AAA015-N04	Bacteria	Proteobacteria	Alphaproteobacteria	1.71387	-	-	-	1
alpha proteobacterium SCGC AAA015-O19	Bacteria	Proteobacteria	Alphaproteobacteria	1.74267	-	-	-	1
alpha proteobacterium SCGC AAA023-L09	Bacteria	Proteobacteria	Alphaproteobacteria	0.774923	-	-	-	1
alpha proteobacterium SCGC AAA024-N17	Bacteria	Proteobacteria	Alphaproteobacteria	0.328144	-	-	-	1
alpha proteobacterium SCGC AAA027-C06	Bacteria	Proteobacteria	Alphaproteobacteria	0.775384	-	-	-	1
alpha proteobacterium SCGC AAA027-J10	Bacteria	Proteobacteria	Alphaproteobacteria	0.79298	-	-	-	1
alpha proteobacterium SCGC AAA027-L15	Bacteria	Proteobacteria	Alphaproteobacteria	0.719587	-	-	-	1
alpha proteobacterium SCGC AAA028-C07	Bacteria	Proteobacteria	Alphaproteobacteria	0.846566	-	-	-	1
alpha proteobacterium SCGC AAA028-D10	Bacteria	Proteobacteria	Alphaproteobacteria	0.925141	-	-	-	1
alpha proteobacterium SCGC AAA076-C03	Bacteria	Proteobacteria	Alphaproteobacteria	1.96778	-	-	-	1
alpha proteobacterium SCGC AAA076-E06	Bacteria	Proteobacteria	Alphaproteobacteria	0.222504	-	-	-	1
alpha proteobacterium SCGC AAA158-B04	Bacteria	Proteobacteria	Alphaproteobacteria	0.502819	-	-	-	1
alpha proteobacterium SCGC AAA158-M15	Bacteria	Proteobacteria	Alphaproteobacteria	0.390267	-	-	-	1
alpha proteobacterium SCGC AAA160-J14	Bacteria	Proteobacteria	Alphaproteobacteria	0.712447	-	-	-	1
alpha proteobacterium SCGC AAA240-E13	Bacteria	Proteobacteria	Alphaproteobacteria	1.4016	-	-	-	1
alpha proteobacterium SCGC AAA280-B11	Bacteria	Proteobacteria	Alphaproteobacteria	0.67425	-	-	-	1
alpha proteobacterium SCGC AAA280-P20	Bacteria	Proteobacteria	Alphaproteobacteria	0.720523	-	-	-	1
alpha proteobacterium SCGC AAA288-E13	Bacteria	Proteobacteria	Alphaproteobacteria	0.812863	-	-	-	1
alpha proteobacterium SCGC AAA288-G21	Bacteria	Proteobacteria	Alphaproteobacteria	0.909786	-	-	-	1
alpha proteobacterium SCGC AAA288-N07	Bacteria	Proteobacteria	Alphaproteobacteria	0.954664	-	-	-	1
alpha proteobacterium SCGC AAA298-K06	Bacteria	Proteobacteria	Alphaproteobacteria	1.74427	-	-	-	1
alpha proteobacterium SCGC AAA300-B11	Bacteria	Proteobacteria	Alphaproteobacteria	0.177561	-	-	-	1
alpha proteobacterium SCGC AAA300-J04	Bacteria	Proteobacteria	Alphaproteobacteria	0.621089	-	-	-	1
alpha proteobacterium SCGC AAA487-M09	Bacteria	Proteobacteria	Alphaproteobacteria	0.627365	-	-	-	1
alpha proteobacterium SCGC AAA536-G10	Bacteria	Proteobacteria	Alphaproteobacteria	2.1617	-	-	-	1
alpha proteobacterium SCGC AAA536-K22	Bacteria	Proteobacteria	Alphaproteobacteria	1.99518	-	-	-	1
alpha proteobacterium SCGC AB-629-F11	Bacteria	Proteobacteria	Alphaproteobacteria	2.13974	-	-	-	1
alpha proteobacterium SCGC AB-629-G21	Bacteria	Proteobacteria	Alphaproteobacteria	1.54943	-	-	-	1
Alteromonadales bacterium TW-7	Bacteria	Proteobacteria	Gammaproteobacteria	4.10495	-	-	-	1
Alteromonas	Bacteria	Proteobacteria	Gammaproteobacteria	4.97215	1	-	-	4
Alteromonas australica	Bacteria	Proteobacteria	Gammaproteobacteria	4.30883	1	-	-	1
Alteromonas macleodii	Bacteria	Proteobacteria	Gammaproteobacteria	4.94713	1	-	1	13
Altibacter lentus	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.16003	-	-	-	1
Alysiella crassa	Bacteria	Proteobacteria	Betaproteobacteria	2.76203	-	-	-	1
Aminicenantes bacterium JGI 0000014-B08	Bacteria	unclassified Bacteria	Aminicenantes	0.363946	-	-	-	1
Aminicenantes bacterium JGI OTU-2	Bacteria	unclassified Bacteria	Aminicenantes	2.40569	-	-	-	1
Aminicenantes bacterium SCGC AAA252-A02	Bacteria	unclassified Bacteria	Aminicenantes	2.97077	-	-	-	1
Aminicenantes bacterium SCGC AAA252-B17	Bacteria	unclassified Bacteria	Aminicenantes	0.965122	-	-	-	1
Aminicenantes bacterium SCGC AAA252-C08	Bacteria	unclassified Bacteria	Aminicenantes	1.08214	-	-	-	1
Aminicenantes bacterium SCGC AAA252-D06	Bacteria	unclassified Bacteria	Aminicenantes	1.85177	-	-	-	1
Aminicenantes bacterium SCGC AAA252-D18	Bacteria	unclassified Bacteria	Aminicenantes	1.40893	-	-	-	1
Aminicenantes bacterium SCGC AAA252-F08	Bacteria	unclassified Bacteria	Aminicenantes	2.49486	-	-	-	1
Aminicenantes bacterium SCGC AAA252-G04	Bacteria	unclassified Bacteria	Aminicenantes	0.978461	-	-	-	1
Aminicenantes bacterium SCGC AAA252-G05	Bacteria	unclassified Bacteria	Aminicenantes	1.13269	-	-	-	1
Aminicenantes bacterium SCGC AAA252-G06	Bacteria	unclassified Bacteria	Aminicenantes	1.47392	-	-	-	1
Aminicenantes bacterium SCGC AAA252-G21	Bacteria	unclassified Bacteria	Aminicenantes	1.4528	-	-	-	1
Aminicenantes bacterium SCGC AAA252-I14	Bacteria	unclassified Bacteria	Aminicenantes	1.4692	-	-	-	1
Aminicenantes bacterium SCGC AAA252-J09	Bacteria	unclassified Bacteria	Aminicenantes	1.92074	-	-	-	1
Aminicenantes bacterium SCGC AAA252-J15	Bacteria	unclassified Bacteria	Aminicenantes	1.00557	-	-	-	1
Aminicenantes bacterium SCGC AAA252-J21	Bacteria	unclassified Bacteria	Aminicenantes	1.36109	-	-	-	1
Aminicenantes bacterium SCGC AAA252-K06	Bacteria	unclassified Bacteria	Aminicenantes	1.18446	-	-	-	1
Aminicenantes bacterium SCGC AAA252-K07	Bacteria	unclassified Bacteria	Aminicenantes	1.83055	-	-	-	1
Aminicenantes bacterium SCGC AAA252-K18	Bacteria	unclassified Bacteria	Aminicenantes	0.820697	-	-	-	1
Aminicenantes bacterium SCGC AAA252-L02	Bacteria	unclassified Bacteria	Aminicenantes	0.752971	-	-	-	1
Aminicenantes bacterium SCGC AAA252-L10	Bacteria	unclassified Bacteria	Aminicenantes	1.36557	-	-	-	1
Aminicenantes bacterium SCGC AAA252-N06	Bacteria	unclassified Bacteria	Aminicenantes	0.475639	-	-	-	1
Aminicenantes bacterium SCGC AAA252-N07	Bacteria	unclassified Bacteria	Aminicenantes	0.751034	-	-	-	1
Aminicenantes bacterium SCGC AAA252-O03	Bacteria	unclassified Bacteria	Aminicenantes	1.06598	-	-	-	1
Aminicenantes bacterium SCGC AAA252-O09	Bacteria	unclassified Bacteria	Aminicenantes	1.87556	-	-	-	1
Aminicenantes bacterium SCGC AAA252-O10	Bacteria	unclassified Bacteria	Aminicenantes	1.18666	-	-	-	1
Aminicenantes bacterium SCGC AAA252-O11	Bacteria	unclassified Bacteria	Aminicenantes	0.964336	-	-	-	1
Aminicenantes bacterium SCGC AAA252-O19	Bacteria	unclassified Bacteria	Aminicenantes	0.436443	-	-	-	1
Aminicenantes bacterium SCGC AAA252-P13	Bacteria	unclassified Bacteria	Aminicenantes	1.03813	-	-	-	1
Aminicenantes bacterium SCGC AAA252-P19	Bacteria	unclassified Bacteria	Aminicenantes	1.34928	-	-	-	1
Aminicenantes bacterium SCGC AAA255-A06	Bacteria	unclassified Bacteria	Aminicenantes	1.38724	-	-	-	1
Aminicenantes bacterium SCGC AAA255-E05	Bacteria	unclassified Bacteria	Aminicenantes	0.83673	-	-	-	1
Aminicenantes bacterium SCGC AAA255-E10	Bacteria	unclassified Bacteria	Aminicenantes	0.979257	-	-	-	1
Aminicenantes bacterium SCGC AAA255-F06	Bacteria	unclassified Bacteria	Aminicenantes	0.444384	-	-	-	1
Aminicenantes bacterium SCGC AAA255-F09	Bacteria	unclassified Bacteria	Aminicenantes	1.00531	-	-	-	1
Aminicenantes bacterium SCGC AAA255-K14	Bacteria	unclassified Bacteria	Aminicenantes	0.275018	-	-	-	1
Aminicenantes bacterium SCGC AAA255-O15	Bacteria	unclassified Bacteria	Aminicenantes	0.431713	-	-	-	1
Aminiphilus circumscriptus	Bacteria	Synergistetes	Synergistia	3.22321	-	-	-	1
Aminobacter	Bacteria	Proteobacteria	Alphaproteobacteria	4.23463	-	-	-	1
Aminobacterium colombiense	Bacteria	Synergistetes	Synergistia	1.98059	1	-	-	1
Aminobacterium mobile	Bacteria	Synergistetes	Synergistia	2.10597	-	-	-	1
Aminomonas paucivorans	Bacteria	Synergistetes	Synergistia	2.63017	1	-	-	1
Ammonifex degensii	Bacteria	Firmicutes	Clostridia	2.15707	1	-	1	1
Amorphus coralli	Bacteria	Proteobacteria	Alphaproteobacteria	4.31754	-	-	-	1
Amphibacillus jilinensis	Bacteria	Firmicutes	Bacilli	3.8366	-	-	-	1
Amphibacillus xylanus	Bacteria	Firmicutes	Bacilli	2.56949	1	-	-	1
Amphritea japonica	Bacteria	Proteobacteria	Gammaproteobacteria	3.79953	-	-	-	1
Ampullariella violaceochromogenes	Bacteria	Actinobacteria	Actinobacteria	9.51086	-	-	-	1
Amycolatopsis	Bacteria	Actinobacteria	Actinobacteria	8.93298	-	-	-	3
Amycolatopsis alba	Bacteria	Actinobacteria	Actinobacteria	9.81127	-	-	-	1
Amycolatopsis azurea	Bacteria	Actinobacteria	Actinobacteria	9.22345	-	-	-	1
Amycolatopsis balhimycina	Bacteria	Actinobacteria	Actinobacteria	10.8585	-	-	-	1
Amycolatopsis benzoatilytica	Bacteria	Actinobacteria	Actinobacteria	8.70427	-	-	1	1
Amycolatopsis decaplanina	Bacteria	Actinobacteria	Actinobacteria	8.53328	-	-	-	1
Amycolatopsis halophila	Bacteria	Actinobacteria	Actinobacteria	5.5513	-	-	-	1
Amycolatopsis japonica	Bacteria	Actinobacteria	Actinobacteria	9.05386	1	-	1	1
Amycolatopsis jejuensis	Bacteria	Actinobacteria	Actinobacteria	10.1036	-	-	-	1
Amycolatopsis lurida	Bacteria	Actinobacteria	Actinobacteria	8.98766	-	-	-	1
Amycolatopsis mediterranei	Bacteria	Actinobacteria	Actinobacteria	10.2862	1	-	1	6
Amycolatopsis methanolica	Bacteria	Actinobacteria	Actinobacteria	7.23739	1	-	-	2
Amycolatopsis nigrescens	Bacteria	Actinobacteria	Actinobacteria	9.11101	-	-	-	1
Amycolatopsis orientalis	Bacteria	Actinobacteria	Actinobacteria	9.44531	1	-	1	4
Amycolatopsis rifamycinica	Bacteria	Actinobacteria	Actinobacteria	9.20242	-	-	-	1
Amycolatopsis taiwanensis	Bacteria	Actinobacteria	Actinobacteria	8.77751	-	-	-	1
Amycolatopsis thermoflava	Bacteria	Actinobacteria	Actinobacteria	8.69347	-	-	-	1
Amycolatopsis vancoresmycina	Bacteria	Actinobacteria	Actinobacteria	9.83765	-	-	-	2
Amycolicicoccus subflavus	Bacteria	Actinobacteria	Actinobacteria	4.86349	1	-	2	1
Anabaena	Bacteria	Cyanobacteria	Nostocales	5.88674	2	-	3	2
Anabaena cylindrica	Bacteria	Cyanobacteria	Nostocales	7.06328	1	-	6	1
Anabaena variabilis	Bacteria	Cyanobacteria	Nostocales	7.10575	2	-	3	1
Anaeroarcus burkinensis	Bacteria	Firmicutes	Negativicutes	3.33846	-	-	-	1
Anaerobaculum hydrogeniformans	Bacteria	Synergistetes	Synergistia	2.31791	-	-	-	1
Anaerobaculum mobile	Bacteria	Synergistetes	Synergistia	2.1607	1	-	-	1
Anaerobiospirillum succiniciproducens	Bacteria	Proteobacteria	Gammaproteobacteria	3.80474	-	-	-	1
Anaerococcus	Bacteria	Firmicutes	Clostridia	2.26594	-	-	-	2
Anaerococcus hydrogenalis	Bacteria	Firmicutes	Clostridia	1.98153	-	-	-	2
Anaerococcus lactolyticus	Bacteria	Firmicutes	Clostridia	2.20668	-	-	-	2
Anaerococcus obesiensis	Bacteria	Firmicutes	Clostridia	2.03717	-	-	-	1
Anaerococcus pacaensis	Bacteria	Firmicutes	Clostridia	2.36609	-	-	-	1
Anaerococcus prevotii	Bacteria	Firmicutes	Clostridia	1.99863	1	-	1	2
Anaerococcus senegalensis	Bacteria	Firmicutes	Clostridia	1.79583	-	-	-	1
Anaerococcus tetradius	Bacteria	Firmicutes	Clostridia	2.14535	-	-	-	1
Anaerococcus vaginalis	Bacteria	Firmicutes	Clostridia	1.89177	-	-	-	1
Anaerofustis stercorihominis	Bacteria	Firmicutes	Clostridia	2.2847	-	-	-	1
Anaeroglobus geminatus	Bacteria	Firmicutes	Negativicutes	1.79885	-	-	-	1
Anaerolinea thermophila	Bacteria	Chloroflexi	Anaerolineae	3.53238	1	-	-	1
Anaeromusa acidaminophila	Bacteria	Firmicutes	Negativicutes	3.47581	-	-	-	1
Anaeromyxobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	5.27799	1	-	-	2
Anaeromyxobacter dehalogenans	Bacteria	Proteobacteria	delta/epsilon subdivisions	5.02933	1	-	-	2
Anaerophaga thermohalophila	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.54321	-	-	-	2
Anaerosalibacter	Bacteria	Firmicutes	Clostridia	3.1966	-	-	-	1
Anaerostipes	Bacteria	Firmicutes	Clostridia	3.28632	-	-	-	1
Anaerostipes caccae	Bacteria	Firmicutes	Clostridia	3.60694	-	-	-	1
Anaerostipes hadrus	Bacteria	Firmicutes	Clostridia	2.77765	-	-	-	1
Anaerotruncus	Bacteria	Firmicutes	Clostridia	3.62038	-	-	-	1
Anaerotruncus colihominis	Bacteria	Firmicutes	Clostridia	3.71969	-	-	-	1
Anaerovibrio	Bacteria	Firmicutes	Negativicutes	2.78075	-	-	-	1
Anaerovibrio lipolyticus	Bacteria	Firmicutes	Negativicutes	2.68273	-	-	-	1
Anaerovorax odorimutans	Bacteria	Firmicutes	Clostridia	3.26352	-	-	-	1
Anaplasma centrale	Bacteria	Proteobacteria	Alphaproteobacteria	1.20681	1	-	-	1
Anaplasma marginale	Bacteria	Proteobacteria	Alphaproteobacteria	1.40943	1	-	-	14
Anaplasma phagocytophilum	Bacteria	Proteobacteria	Alphaproteobacteria	1.51594	1	-	-	9
Ancylobacter	Bacteria	Proteobacteria	Alphaproteobacteria	5.35455	-	-	-	1
Anditalea andensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	5.42941	-	-	-	1
Andreprevotia chitinilytica	Bacteria	Proteobacteria	Betaproteobacteria	5.14901	-	-	-	1
Aneurinibacillus aneurinilyticus	Bacteria	Firmicutes	Bacilli	5.31386	-	-	-	1
Aneurinibacillus terranovensis	Bacteria	Firmicutes	Bacilli	4.24767	-	-	-	1
Anoxybacillus	Bacteria	Firmicutes	Bacilli	2.8835	-	-	-	3
Anoxybacillus flavithermus	Bacteria	Firmicutes	Bacilli	2.84675	1	-	-	6
Anoxybacillus kamchatkensis	Bacteria	Firmicutes	Bacilli	2.85866	-	-	-	1
Anoxybacillus tepidamans	Bacteria	Firmicutes	Bacilli	3.364	-	-	-	1
Aphanizomenon flos-aquae	Bacteria	Cyanobacteria	Nostocales	5.85128	-	-	-	1
Aquamicrobium defluvii	Bacteria	Proteobacteria	Alphaproteobacteria	4.77459	-	-	-	1
Aquaspirillum serpens	Bacteria	Proteobacteria	Betaproteobacteria	2.6128	-	-	-	1
Aquifex aeolicus	Bacteria	Aquificae	Aquificae	1.59079	1	-	1	1
Aquimarina	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	5.68799	-	-	-	2
Aquimarina agarilytica	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.25707	-	-	-	1
Aquimarina latercula	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	6.24525	-	-	-	1
Aquimarina macrocephali	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	6.05621	-	-	-	1
Aquimarina megaterium	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	6.20639	-	-	-	1
Aquimarina muelleri	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.90322	-	-	-	1
Arcanobacterium	Bacteria	Actinobacteria	Actinobacteria	1.49026	-	-	-	1
Arcanobacterium haemolyticum	Bacteria	Actinobacteria	Actinobacteria	1.98615	1	-	-	1
Arcobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.94766	1	-	1	6
Arcobacter butzleri	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.34125	1	-	1	4
Arcobacter cibarius	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.20135	-	-	-	1
Arcobacter cryaerophilus	Bacteria	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	1
Arcobacter nitrofigilis	Bacteria	Proteobacteria	delta/epsilon subdivisions	3.19224	1	-	-	1
Arcticibacter svalbardensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.68769	-	-	-	1
Arenibacter algicola	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	5.55023	-	-	-	1
Arenibacter certesii	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.98975	-	-	-	1
Arenibacter latericius	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.48017	-	-	-	1
Arenimonas composti	Bacteria	Proteobacteria	Gammaproteobacteria	3.16121	-	-	-	2
Arenimonas donghaensis	Bacteria	Proteobacteria	Gammaproteobacteria	2.97706	-	-	-	1
Arenimonas malthae	Bacteria	Proteobacteria	Gammaproteobacteria	3.11408	-	-	-	1
Arenimonas metalli	Bacteria	Proteobacteria	Gammaproteobacteria	3.05662	-	-	-	1
Arenimonas oryziterrae	Bacteria	Proteobacteria	Gammaproteobacteria	3.09301	-	-	-	2
Arenitalea lutea	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.38485	-	-	-	1
Arhodomonas aquaeolei	Bacteria	Proteobacteria	Gammaproteobacteria	3.95777	-	-	-	1
Armatimonadetes bacterium JGI 0000077-K19	Bacteria	Armatimonadetes	unclassified Armatimonadetes	1.3417	-	-	-	1
Aromatoleum aromaticum	Bacteria	Proteobacteria	Betaproteobacteria	4.72726	1	-	2	1
Arsenicicoccus bolidensis	Bacteria	Actinobacteria	Actinobacteria	3.99532	-	-	-	1
Arsenophonus endosymbiont of Nilaparvata lugens	Bacteria	Proteobacteria	Gammaproteobacteria	2.95386	-	-	-	1
Arsenophonus nasoniae	Bacteria	Proteobacteria	Gammaproteobacteria	3.67055	-	-	-	1
Arthrobacter	Bacteria	Actinobacteria	Actinobacteria	5.09978	1	-	3	26
Arthrobacter albus	Bacteria	Actinobacteria	Actinobacteria	2.47665	-	-	-	1
Arthrobacter arilaitensis	Bacteria	Actinobacteria	Actinobacteria	3.91819	1	-	2	1
Arthrobacter aurescens	Bacteria	Actinobacteria	Actinobacteria	5.22665	1	-	2	1
Arthrobacter castelli	Bacteria	Actinobacteria	Actinobacteria	4.5858	-	-	-	1
Arthrobacter chlorophenolicus	Bacteria	Actinobacteria	Actinobacteria	4.98087	1	-	2	1
Arthrobacter crystallopoietes	Bacteria	Actinobacteria	Actinobacteria	4.34861	-	-	-	1
Arthrobacter gangotriensis	Bacteria	Actinobacteria	Actinobacteria	4.3199	-	-	-	1
Arthrobacter globiformis	Bacteria	Actinobacteria	Actinobacteria	4.95441	-	-	-	1
Arthrobacter nicotinovorans	Bacteria	Actinobacteria	Actinobacteria	4.77255	-	-	1	2
Arthrobacter phenanthrenivorans	Bacteria	Actinobacteria	Actinobacteria	4.53532	1	-	2	1
Arthrobacter sanguinis	Bacteria	Actinobacteria	Actinobacteria	2.92501	-	-	-	1
Arthrospira	Bacteria	Cyanobacteria	Oscillatoriophycideae	6.16636	-	-	-	1
Arthrospira maxima	Bacteria	Cyanobacteria	Oscillatoriophycideae	6.00331	-	-	-	1
Arthrospira platensis	Bacteria	Cyanobacteria	Oscillatoriophycideae	6.78843	1	-	-	3
Asaia	Bacteria	Proteobacteria	Alphaproteobacteria	3.52891	-	-	-	1
Asaia astilbis	Bacteria	Proteobacteria	Alphaproteobacteria	3.14742	-	-	-	1
Asaia platycodi	Bacteria	Proteobacteria	Alphaproteobacteria	3.42065	-	-	-	2
Asaia prunellae	Bacteria	Proteobacteria	Alphaproteobacteria	3.18274	-	-	-	1
Aster yellows witches'-broom phytoplasma	Bacteria	Tenericutes	Mollicutes	0.72397	1	-	4	1
Asticcacaulis	Bacteria	Proteobacteria	Alphaproteobacteria	5.40664	-	-	-	4
Asticcacaulis benevestitus	Bacteria	Proteobacteria	Alphaproteobacteria	5.00554	-	-	-	2
Asticcacaulis biprosthecium	Bacteria	Proteobacteria	Alphaproteobacteria	5.41153	-	-	-	1
Asticcacaulis excentricus	Bacteria	Proteobacteria	Alphaproteobacteria	4.30878	2	-	2	1
Atopobacter phocae	Bacteria	Firmicutes	Bacilli	1.66639	-	-	-	1
Atopobium	Bacteria	Actinobacteria	Actinobacteria	2.3905	-	-	-	6
Atopobium fossor	Bacteria	Actinobacteria	Actinobacteria	1.65737	-	-	-	1
Atopobium minutum	Bacteria	Actinobacteria	Actinobacteria	1.70697	-	-	-	1
Atopobium parvulum	Bacteria	Actinobacteria	Actinobacteria	1.54381	1	-	-	2
Atopobium rimae	Bacteria	Actinobacteria	Actinobacteria	1.62629	-	-	-	1
Atopobium vaginae	Bacteria	Actinobacteria	Actinobacteria	1.44961	-	-	-	3
Atopococcus tabaci	Bacteria	Firmicutes	Bacilli	2.2672	-	-	-	1
Atribacteria bacterium JGI 0000014-F07	Bacteria	unclassified Bacteria	Atribacteria	0.321674	-	-	-	1
Atribacteria bacterium JGI 0000059-I14	Bacteria	unclassified Bacteria	Atribacteria	0.498825	-	-	-	1
Atribacteria bacterium JGI 0000079-F20	Bacteria	unclassified Bacteria	Atribacteria	0.719583	-	-	-	1
Atribacteria bacterium JGI 0000079-L04	Bacteria	unclassified Bacteria	Atribacteria	1.01128	-	-	-	1
Atribacteria bacterium JGI OTU-1	Bacteria	unclassified Bacteria	Atribacteria	2.09142	-	-	-	1
Atribacteria bacterium SCGC AAA252-M02	Bacteria	unclassified Bacteria	Atribacteria	2.19691	-	-	-	1
Atribacteria bacterium SCGC AAA255-E04	Bacteria	unclassified Bacteria	Atribacteria	0.152628	-	-	-	1
Atribacteria bacterium SCGC AAA255-G05	Bacteria	unclassified Bacteria	Atribacteria	1.65332	-	-	-	1
Atribacteria bacterium SCGC AAA255-N14	Bacteria	unclassified Bacteria	Atribacteria	1.42444	-	-	-	1
Atribacteria bacterium SCGC AB-164-A22	Bacteria	unclassified Bacteria	Atribacteria	0.939094	-	-	-	1
Atribacteria bacterium SCGC AB-164-D21	Bacteria	unclassified Bacteria	Atribacteria	0.975853	-	-	-	1
Atribacteria bacterium SCGC AB-164-G04	Bacteria	unclassified Bacteria	Atribacteria	0.329112	-	-	-	1
Atribacteria bacterium SCGC AB-164-L03	Bacteria	unclassified Bacteria	Atribacteria	0.436823	-	-	-	1
Atribacteria bacterium SCGC AB-164-M20	Bacteria	unclassified Bacteria	Atribacteria	0.497803	-	-	-	1
Atribacteria bacterium SCGC AB-164-P05	Bacteria	unclassified Bacteria	Atribacteria	0.504973	-	-	-	1
Aurantimonas coralicida	Bacteria	Proteobacteria	Alphaproteobacteria	4.61565	-	-	-	1
